"Project","Feature","FileName","RelativePath","BusinessTypes","MockData","MockReasons","ApiConnected","OfflineReady","UiConsistent","NavWired","Priority"
"Dukan_x","academic_coaching","ac_exams_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_exams_screen.dart","School ERP","False","","True","False","False","False","Medium"
"Dukan_x","academic_coaching","ac_faculty_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_faculty_screen.dart","School ERP","False","","True","False","False","False","Medium"
"Dukan_x","academic_coaching","ac_fee_collection_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_fee_collection_screen.dart","School ERP","False","","True","False","False","False","Medium"
"Dukan_x","academic_coaching","ac_financial_reports_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_financial_reports_screen.dart","School ERP","False","","True","False","False","False","Medium"
"Dukan_x","academic_coaching","ac_homework_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_homework_screen.dart","School ERP","False","","True","False","False","False","Medium"
"Dukan_x","academic_coaching","ac_hostel_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_hostel_screen.dart","School ERP","False","","False","False","False","True","Medium"
"Dukan_x","academic_coaching","ac_id_cards_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_id_cards_screen.dart","School ERP","False","","True","False","False","True","Medium"
"Dukan_x","academic_coaching","ac_inventory_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_inventory_screen.dart","School ERP","False","","False","False","False","True","Medium"
"Dukan_x","academic_coaching","ac_leave_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_leave_screen.dart","School ERP","False","","False","False","False","True","Medium"
"Dukan_x","academic_coaching","ac_lesson_plans_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_lesson_plans_screen.dart","School ERP","False","","True","False","False","True","Medium"
"Dukan_x","academic_coaching","ac_library_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_library_screen.dart","School ERP","False","","True","False","False","True","Medium"
"Dukan_x","academic_coaching","ac_materials_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_materials_screen.dart","School ERP","False","","True","False","False","True","Medium"
"Dukan_x","academic_coaching","ac_notifications_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_notifications_screen.dart","School ERP","False","","True","False","False","False","Medium"
"Dukan_x","academic_coaching","ac_payments_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_payments_screen.dart","School ERP","False","","False","False","False","True","Medium"
"Dukan_x","academic_coaching","ac_reports_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_reports_screen.dart","School ERP","False","","False","False","False","True","Medium"
"Dukan_x","academic_coaching","ac_report_cards_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_report_cards_screen.dart","School ERP","False","","True","False","False","True","Medium"
"Dukan_x","academic_coaching","ac_risk_detection_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_risk_detection_screen.dart","School ERP","False","","True","False","False","False","Medium"
"Dukan_x","academic_coaching","ac_sibling_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_sibling_screen.dart","School ERP","False","","False","False","False","True","Medium"
"Dukan_x","academic_coaching","ac_students_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_students_screen.dart","School ERP","False","","True","False","False","True","Medium"
"Dukan_x","academic_coaching","ac_student_registration_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_student_registration_screen.dart","School ERP","False","","True","False","False","True","Medium"
"Dukan_x","academic_coaching","ac_timetable_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_timetable_screen.dart","School ERP","False","","True","False","False","True","Medium"
"Dukan_x","academic_coaching","ac_transport_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\academic_coaching\presentation\screens\ac_transport_screen.dart","School ERP","False","","True","False","False","True","Medium"
"Dukan_x","accounting","accounting_reports_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\accounting\screens\accounting_reports_screen.dart","All","False","","False","False","True","True","Medium"
"Dukan_x","ai_assistant","desktop_ai_assistant_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\ai_assistant\presentation\screens\desktop_ai_assistant_screen.dart","All","False","","False","False","False","True","Medium"
"Dukan_x","alerts","alerts_notifications_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\alerts\presentation\screens\alerts_notifications_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","alerts","alerts_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\alerts\presentation\screens\alerts_screen.dart","All","False","","False","False","False","False","Medium"
"Dukan_x","analytics","analytics_dashboard_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\analytics\analytics_dashboard_screen.dart","All","False","","True","False","False","True","High"
"Dukan_x","auth","auth_wrapper.dart","G:\desktop app genuine\Dukan_x\lib\features\auth\presentation\screens\auth_wrapper.dart","All","False","","False","False","False","False","High"
"Dukan_x","auth","customer_auth_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\auth\presentation\screens\customer_auth_screen.dart","All","True","mock/placeholder comment","True","False","False","True","High"
"Dukan_x","auth","forgot_password_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\auth\presentation\screens\forgot_password_screen.dart","All","False","","False","False","False","True","Medium"
"Dukan_x","auth","license_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\auth\presentation\screens\license_screen.dart","All","False","","False","True","False","True","Medium"
"Dukan_x","auth","otp_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\auth\presentation\screens\otp_screen.dart","All","False","","False","False","False","True","Medium"
"Dukan_x","auth","pin_login_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\auth\presentation\screens\pin_login_screen.dart","All","False","","False","False","False","True","High"
"Dukan_x","auth","pin_setup_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\auth\presentation\screens\pin_setup_screen.dart","All","False","","False","False","False","True","Medium"
"Dukan_x","auto_parts","job_card_management_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\auto_parts\presentation\screens\job_card_management_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","avatar","avatar_editor_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\avatar\presentation\screens\avatar_editor_screen.dart","All","False","","False","False","False","True","Medium"
"Dukan_x","backup","backup_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\backup\screens\backup_screen.dart","All","False","","False","False","False","True","Medium"
"Dukan_x","bank","bank_detail_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\bank\presentation\screens\bank_detail_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","bank","bank_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\bank\presentation\screens\bank_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","barcode","bill_creation_barcode_integration.dart","G:\desktop app genuine\Dukan_x\lib\features\barcode\integration\bill_creation_barcode_integration.dart","All","False","","True","False","False","True","High"
"Dukan_x","barcode","delivery_challan_barcode_integration.dart","G:\desktop app genuine\Dukan_x\lib\features\barcode\integration\delivery_challan_barcode_integration.dart","All","False","","False","False","False","False","Medium"
"Dukan_x","barcode","inventory_count_barcode_integration.dart","G:\desktop app genuine\Dukan_x\lib\features\barcode\integration\inventory_count_barcode_integration.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","barcode","purchase_barcode_integration.dart","G:\desktop app genuine\Dukan_x\lib\features\barcode\integration\purchase_barcode_integration.dart","All","False","","True","False","False","False","Medium"
"Dukan_x","barcode","returns_barcode_integration.dart","G:\desktop app genuine\Dukan_x\lib\features\barcode\integration\returns_barcode_integration.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","barcode","stock_adjustment_barcode_integration.dart","G:\desktop app genuine\Dukan_x\lib\features\barcode\integration\stock_adjustment_barcode_integration.dart","All","False","","False","False","False","True","Medium"
"Dukan_x","barcode","stock_entry_barcode_integration.dart","G:\desktop app genuine\Dukan_x\lib\features\barcode\integration\stock_entry_barcode_integration.dart","All","False","","False","False","False","False","Medium"
"Dukan_x","barcode","stock_transfer_barcode_integration.dart","G:\desktop app genuine\Dukan_x\lib\features\barcode\integration\stock_transfer_barcode_integration.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","barcode","barcode_label_printing_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\barcode\presentation\screens\barcode_label_printing_screen.dart","All","False","","True","True","False","True","Medium"
"Dukan_x","barcode","quick_bill_with_barcode_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\barcode\presentation\screens\quick_bill_with_barcode_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","barcode","barcode_label_printer.dart","G:\desktop app genuine\Dukan_x\lib\features\barcode\widgets\barcode_label_printer.dart","All","False","","False","False","False","True","Medium"
"Dukan_x","billing","bill_creation_screen_v2.dart","G:\desktop app genuine\Dukan_x\lib\features\billing\presentation\screens\bill_creation_screen_v2.dart","All","False","","True","False","False","True","High"
"Dukan_x","billing","bill_scan_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\billing\presentation\screens\bill_scan_screen.dart","All","False","","False","False","False","False","Medium"
"Dukan_x","billing","credit_note_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\billing\presentation\screens\credit_note_screen.dart","All","True","Mock keywords found; mock/placeholder comment","True","False","False","True","Medium"
"Dukan_x","billing","desktop_invoices_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\billing\presentation\screens\desktop_invoices_screen.dart","All","False","","True","False","False","True","High"
"Dukan_x","billing","return_bill_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\billing\presentation\screens\return_bill_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","billing","bills_list_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\billing\screens\bills_list_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","billing","dunning_config_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\billing\screens\dunning_config_screen.dart","All","False","","False","False","False","True","Medium"
"Dukan_x","billing","manage_subscriptions_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\billing\screens\manage_subscriptions_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","book_store","book_inventory_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\book_store\presentation\screens\book_inventory_screen.dart","Book Store","False","","True","False","False","True","Medium"
"Dukan_x","book_store","book_pos_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\book_store\presentation\screens\book_pos_screen.dart","Book Store","False","","True","False","False","True","Medium"
"Dukan_x","book_store","book_supplier_returns_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\book_store\presentation\screens\book_supplier_returns_screen.dart","Book Store","False","","True","False","False","True","Medium"
"Dukan_x","book_store","consignment_settlement_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\book_store\presentation\screens\consignment_settlement_screen.dart","Book Store","False","","True","False","False","True","Medium"
"Dukan_x","book_store","school_order_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\book_store\presentation\screens\school_order_screen.dart","Book Store","False","","True","False","False","True","Medium"
"Dukan_x","buy_flow","buy_flow_dashboard.dart","G:\desktop app genuine\Dukan_x\lib\features\buy_flow\screens\buy_flow_dashboard.dart","All","True","mock/placeholder comment","True","False","False","True","High"
"Dukan_x","buy_flow","buy_orders_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\buy_flow\screens\buy_orders_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","buy_flow","procurement_log_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\buy_flow\screens\procurement_log_screen.dart","All","False","","True","False","False","False","Medium"
"Dukan_x","buy_flow","stock_entry_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\buy_flow\screens\stock_entry_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","buy_flow","stock_reversal_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\buy_flow\screens\stock_reversal_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","buy_flow","supplier_bills_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\buy_flow\screens\supplier_bills_screen.dart","All","False","","True","False","False","False","Medium"
"Dukan_x","buy_flow","vendor_payouts_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\buy_flow\screens\vendor_payouts_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","cash_closing","day_end_close_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\cash_closing\presentation\screens\day_end_close_screen.dart","All","False","","False","False","False","True","Medium"
"Dukan_x","catalogue","catalogue_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\catalogue\presentation\screens\catalogue_screen.dart","All","False","","False","False","False","False","Medium"
"Dukan_x","clinic","clinic_calendar_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\clinic\presentation\screens\clinic_calendar_screen.dart","Clinic","False","","True","False","False","True","Medium"
"Dukan_x","clinic","consultation_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\clinic\presentation\screens\consultation_screen.dart","Clinic","False","","True","False","False","True","Medium"
"Dukan_x","clinic","lab_order_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\clinic\presentation\screens\lab_order_screen.dart","Clinic","False","","True","False","False","True","Medium"
"Dukan_x","clinic","patient_history_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\clinic\presentation\screens\patient_history_screen.dart","Clinic","False","","True","False","False","False","Medium"
"Dukan_x","clinic","patient_management_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\clinic\presentation\screens\patient_management_screen.dart","Clinic","True","mock/placeholder comment","True","True","False","True","Medium"
"Dukan_x","clinic","patient_queue_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\clinic\presentation\screens\patient_queue_screen.dart","Clinic","False","","True","False","False","True","Medium"
"Dukan_x","clinic","clinic_dashboard_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\clinic\screens\clinic_dashboard_screen.dart","Clinic","False","","False","False","False","True","High"
"Dukan_x","clothing","clothing_inventory_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\clothing\presentation\screens\clothing_inventory_screen.dart","Clothing","False","","True","False","False","False","Medium"
"Dukan_x","clothing","tailoring_measurements_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\clothing\presentation\screens\tailoring_measurements_screen.dart","Clothing","False","","True","False","False","True","Medium"
"Dukan_x","clothing","variant_management_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\clothing\presentation\screens\variant_management_screen.dart","Clothing","False","","True","False","False","True","Medium"
"Dukan_x","computer_shop","create_job_card_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\computer_shop\presentation\screens\create_job_card_screen.dart","Computer Shop","False","","False","False","False","True","Medium"
"Dukan_x","computer_shop","job_card_list_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\computer_shop\presentation\screens\job_card_list_screen.dart","Computer Shop","False","","True","False","False","True","Medium"
"Dukan_x","computer_shop","multi_unit_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\computer_shop\presentation\screens\multi_unit_screen.dart","Computer Shop","False","","True","False","False","False","Medium"
"Dukan_x","computer_shop","serial_history_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\computer_shop\presentation\screens\serial_history_screen.dart","Computer Shop","False","","True","False","False","True","Medium"
"Dukan_x","computer_shop","warranty_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\computer_shop\presentation\screens\warranty_screen.dart","Computer Shop","False","","True","False","False","True","Medium"
"Dukan_x","credit_notes","credit_note_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\credit_notes\presentation\screens\credit_note_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","customers","add_customer_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\customers\presentation\screens\add_customer_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","customers","customers_list_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\customers\presentation\screens\customers_list_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","customers","customer_dashboard_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\customers\presentation\screens\customer_dashboard_screen.dart","All","False","","True","False","False","True","High"
"Dukan_x","customers","customer_detail_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\customers\presentation\screens\customer_detail_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","customers","customer_home_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\customers\presentation\screens\customer_home_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","customers","customer_invoice_list_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\customers\presentation\screens\customer_invoice_list_screen.dart","All","False","","True","False","False","True","High"
"Dukan_x","customers","customer_ledger_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\customers\presentation\screens\customer_ledger_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","customers","customer_management_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\customers\presentation\screens\customer_management_screen.dart","All","True","mock/placeholder comment","True","False","False","True","Medium"
"Dukan_x","customers","customer_notifications_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\customers\presentation\screens\customer_notifications_screen.dart","All","False","","False","False","False","True","Medium"
"Dukan_x","customers","customer_payment_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\customers\presentation\screens\customer_payment_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","customers","customer_profile_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\customers\presentation\screens\customer_profile_screen.dart","All","True","mock/placeholder comment","True","False","False","True","Medium"
"Dukan_x","customers","edit_profile_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\customers\presentation\screens\edit_profile_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","customers","my_linked_shops_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\customers\presentation\screens\my_linked_shops_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","customers","my_shops_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\customers\presentation\screens\my_shops_screen.dart","All","False","","False","False","False","True","Medium"
"Dukan_x","customers","notification_settings_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\customers\presentation\screens\notification_settings_screen.dart","All","False","","False","False","False","False","Medium"
"Dukan_x","customers","security_settings_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\customers\presentation\screens\security_settings_screen.dart","All","False","","False","False","False","True","Medium"
"Dukan_x","customers","support_screens.dart","G:\desktop app genuine\Dukan_x\lib\features\customers\presentation\screens\support_screens.dart","All","False","","False","False","False","False","Medium"
"Dukan_x","dashboard","business_profile_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\dashboard\presentation\screens\business_profile_screen.dart","All","False","","True","False","False","False","Medium"
"Dukan_x","dashboard","daily_snapshot_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\dashboard\presentation\screens\daily_snapshot_screen.dart","All","False","","False","False","False","False","Medium"
"Dukan_x","dashboard","dashboard_controller.dart","G:\desktop app genuine\Dukan_x\lib\features\dashboard\presentation\screens\dashboard_controller.dart","All","False","","False","False","False","False","High"
"Dukan_x","dashboard","dashboard_selection_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\dashboard\presentation\screens\dashboard_selection_screen.dart","All","False","","False","False","False","True","High"
"Dukan_x","dashboard","desktop_dashboard_content.dart","G:\desktop app genuine\Dukan_x\lib\features\dashboard\presentation\screens\desktop_dashboard_content.dart","All","False","","True","False","False","False","High"
"Dukan_x","dashboard","home_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\dashboard\presentation\screens\home_screen.dart","All","False","","False","False","False","True","Medium"
"Dukan_x","dashboard","live_business_health_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\dashboard\presentation\screens\live_business_health_screen.dart","All","False","","True","False","False","False","Medium"
"Dukan_x","dashboard","manage_business_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\dashboard\presentation\screens\manage_business_screen.dart","All","False","","False","False","False","True","Medium"
"Dukan_x","dashboard","owner_dashboard_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\dashboard\presentation\screens\owner_dashboard_screen.dart","All","False","","False","False","False","True","High"
"Dukan_x","dashboard","dashboard_v2_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\dashboard\v2\screens\dashboard_v2_screen.dart","All","False","","False","False","False","False","High"
"Dukan_x","dashboard","pharmacy_dashboard_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\dashboard\v2\screens\pharmacy_dashboard_screen.dart","All","False","","False","False","False","True","High"
"Dukan_x","daybook","day_book_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\daybook\presentation\screens\day_book_screen.dart","All","False","","True","False","False","False","Medium"
"Dukan_x","decoration_catering","dc_billing_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\decoration_catering\presentation\screens\dc_billing_screen.dart","All","False","","True","False","False","False","High"
"Dukan_x","decoration_catering","dc_bookings_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\decoration_catering\presentation\screens\dc_bookings_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","decoration_catering","dc_calendar_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\decoration_catering\presentation\screens\dc_calendar_screen.dart","All","False","","True","False","False","False","Medium"
"Dukan_x","decoration_catering","dc_catering_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\decoration_catering\presentation\screens\dc_catering_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","decoration_catering","dc_dashboard_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\decoration_catering\presentation\screens\dc_dashboard_screen.dart","All","False","","True","False","False","True","High"
"Dukan_x","decoration_catering","dc_decoration_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\decoration_catering\presentation\screens\dc_decoration_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","decoration_catering","dc_event_detail_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\decoration_catering\presentation\screens\dc_event_detail_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","decoration_catering","dc_inventory_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\decoration_catering\presentation\screens\dc_inventory_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","decoration_catering","dc_profitability_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\decoration_catering\presentation\screens\dc_profitability_screen.dart","All","False","","True","False","False","False","Medium"
"Dukan_x","decoration_catering","dc_quotes_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\decoration_catering\presentation\screens\dc_quotes_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","decoration_catering","dc_quote_conversion_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\decoration_catering\presentation\screens\dc_quote_conversion_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","decoration_catering","dc_reports_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\decoration_catering\presentation\screens\dc_reports_screen.dart","All","False","","True","False","False","False","Medium"
"Dukan_x","decoration_catering","dc_shopping_list_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\decoration_catering\presentation\screens\dc_shopping_list_screen.dart","All","False","","True","False","False","False","Medium"
"Dukan_x","decoration_catering","dc_staff_attendance_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\decoration_catering\presentation\screens\dc_staff_attendance_screen.dart","All","False","","True","False","False","False","Medium"
"Dukan_x","decoration_catering","dc_staff_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\decoration_catering\presentation\screens\dc_staff_screen.dart","All","False","","True","False","False","True","Medium"
"Dukan_x","decoration_catering","dc_vendor_payments_screen.dart","G:\desktop app genuine\Dukan_x\lib\features\decoration_catering\presentation\screens\dc_vendor_payments_screen.dart","All","False","","True","False","False","True","Medium"
